wavelength(eV);psi;tan(psi);delta;cos(delta)
1.756281028;5.508461909;0.096438108;2.153108605;0.999293999
1.754332757;5.508773843;0.096443603;2.334387322;0.999170129
1.752388804;5.507258719;0.096416913;2.501532233;0.999047055
1.750449154;5.516037866;0.096571565;2.437603027;0.999095132
1.748513794;5.519086888;0.096625277;2.630433308;0.998946334
1.746582708;5.523721206;0.096706917;2.213352521;0.999253943
1.744655883;5.498400441;0.096260872;2.364529833;0.999148563
1.742733304;5.50545704;0.096385175;2.511947415;0.999039104
1.740814959;5.517933507;0.096604958;2.024057045;0.999376086
1.738900832;5.495084504;0.096202462;2.490201954;0.999055666
1.736990909;5.523385228;0.096700998;2.244336419;0.999232912
1.735085178;5.520936453;0.096657859;2.500496955;0.999047843
1.733183624;5.516346614;0.096577004;2.450950448;0.999085197
1.731286233;5.513042679;0.096518801;2.362187331;0.999150249
1.729392992;5.510186386;0.096468486;2.319446845;0.999180716
1.727503887;5.514732295;0.096548566;2.572842165;0.998991959
1.725618905;5.518883637;0.096621696;2.480136351;0.999063284
1.723738032;5.509089422;0.096449162;1.767695208;0.999524112
1.721861254;5.515149337;0.096555912;2.391789433;0.999128821
1.719988559;5.532769813;0.096866324;2.146113136;0.999298578
1.718119933;5.520605781;0.096652034;2.492157642;0.999054183
1.716255363;5.505947561;0.096393816;1.953866931;0.999418603
1.714394836;5.528533014;0.096791685;2.411409189;0.999114472
1.712538338;5.521601736;0.096669579;2.572122533;0.998992523
1.710685856;5.525935969;0.096745933;2.117640071;0.999317065
1.708837378;5.505814521;0.096391473;2.515057658;0.999036724
1.70699289;5.527433745;0.096772319;1.8967768;0.99945208
1.70515238;5.536269623;0.096927981;2.390057386;0.999130082
