wavelength (eV);psi;tan(Psi);delta;cos(Delta)
1.915854677;10.0098408;0.17650408;178.6218679;-0.999710742
1.913536521;9.999397124;0.176316131;178.6873411;-0.999737572
1.911223968;9.999564057;0.176319136;178.6932456;-0.999739928
1.908916998;10.00624724;0.176439408;178.6582336;-0.999725805
1.906615591;9.994840388;0.17623413;178.6966553;-0.999741283
1.904319726;10.00619958;0.17643855;178.8414288;-0.999795565
1.902029383;9.98950943;0.176138199;178.6909555;-0.999739016
1.899744543;10.00352306;0.176390382;178.6453235;-0.999720504
1.897465186;9.979019125;0.175949435;178.5931598;-0.999698566
1.895191292;9.992139119;0.17618552;178.8182847;-0.999787316
1.892922842;10.00317098;0.176384046;178.6377523;-0.999717371
1.890659815;9.997525482;0.17628245;178.6730304;-0.999731819
1.888402193;9.993895479;0.176217126;178.7147253;-0.999748407
1.886149957;9.992149872;0.176185714;178.7681575;-0.99976889
1.883903086;10.00968589;0.176501293;178.643714;-0.999719839
1.881661562;9.989044685;0.176129836;178.473139;-0.999644943
1.879425365;9.993228763;0.176205129;178.818817;-0.999787507
1.877194478;9.977483518;0.175921804;178.5930808;-0.999698532
1.87496888;9.993731366;0.176214173;178.7902947;-0.999777122
1.872748553;9.98680791;0.176089586;178.667785;-0.999729695
1.870533479;9.975015228;0.175877391;178.6482377;-0.999721705
1.868323638;10.01126389;0.176529692;178.8137329;-0.999785674
1.866119013;9.9872086;0.176096797;178.5961349;-0.999699839
1.863919585;10.01002463;0.176507389;178.8258519;-0.999790031
1.861725334;9.981485486;0.175993814;178.8349607;-0.999793276
1.859536245;9.991085647;0.176166563;178.8486817;-0.999798116
1.857352297;9.98332822;0.176026972;178.6248093;-0.999711975
1.855173473;9.963088174;0.175662793;178.6748398;-0.99973255
1.852999755;9.962548567;0.175653085;178.7421533;-0.99975903
1.850831124;9.977007152;0.175913232;178.7981401;-0.999780003
1.848667564;9.993041218;0.176201754;178.6929347;-0.999739804
1.846509057;9.968732268;0.175764343;178.75411;-0.999763589
1.844355584;9.98646762;0.176083463;178.7781083;-0.999772609
1.842207128;9.99408786;0.176220588;178.6975086;-0.999741622
1.840063671;9.994093209;0.176220684;178.8575174;-0.999801203
1.837925197;9.977395063;0.175920212;178.7970357;-0.999779599
1.835791688;9.980155522;0.175969883;178.8022318;-0.999781498
1.833663126;9.987291142;0.176098282;178.8421173;-0.999795808
1.831539494;9.971116684;0.175807245;178.6220169;-0.999710804
1.829420776;9.980669097;0.175979124;178.8275961;-0.999790654
1.827306953;10.00873516;0.176484182;178.8964944;-0.999814536
1.82519801;9.98212085;0.176005246;178.7622308;-0.999766661
1.82309393;9.986450149;0.176083149;178.6445256;-0.999720175
1.820994695;9.964321634;0.175684986;178.8087567;-0.999783873
1.818900289;9.987030354;0.176093589;178.825115;-0.999789767
1.816810695;9.980835157;0.175982112;178.8045607;-0.999782347
1.814725896;9.958551804;0.175581177;178.7420659;-0.999758997
1.812645877;9.979696377;0.175961621;178.6739597;-0.999732195
1.810570621;9.980602635;0.175977928;178.801994;-0.999781412
1.80850011;9.982788946;0.176017268;178.7318205;-0.999755055
1.806434331;9.970837511;0.175802221;178.7461231;-0.999760549
1.804373265;9.98057036;0.175977347;178.6583853;-0.999725868
1.802316896;9.988814052;0.176125686;178.6651124;-0.99972861
1.80026521;9.999406064;0.176316292;178.7225079;-0.999751445
